Country,Year,Population
Ecuador,1991,"10,472,475"
Ecuador,1992,"10,716,129"
Ecuador,1993,"10,961,466"
Ecuador,1994,"11,208,001"
Ecuador,1995,"11,455,204"
Ecuador,1996,"11,703,174"
Ecuador,1997,"11,951,452"
Ecuador,1998,"12,198,449"
Ecuador,1999,"12,442,115"
Ecuador,2000,"12,681,123"
Ecuador,2001,"12,914,667"
Ecuador,2002,"13,143,465"
Ecuador,2003,"13,369,678"
Ecuador,2004,"13,596,388"
Ecuador,2005,"13,825,847"
Ecuador,2006,"14,059,384"
Ecuador,2007,"14,296,557"
Ecuador,2008,"14,535,739"
Ecuador,2009,"14,774,424"
Ecuador,2010,"15,011,117"
Ecuador,2011,"15,243,884"
Ecuador,2012,"15,474,101"
Ecuador,2013,"15,707,474"
Ecuador,2014,"15,951,840"
Ecuador,2015,"16,212,020"
Ecuador,2016,"16,491,116"
Ecuador,2017,"16,785,361"
Ecuador,2018,"17,084,358"
Ecuador,2019,"17,373,662"
Ecuador,2020,"17,643,054"
Ecuador,2020,"17,643,054"
Ecuador,2021,"17,867,834"
Ecuador,2022,"18,095,735"
Ecuador,2023,"18,326,224"
Ecuador,2024,"18,558,762"
Ecuador,2025,"18,792,831"
Ecuador,2026,"19,027,891"
Ecuador,2027,"19,263,387"
Ecuador,2028,"19,498,796"
Ecuador,2029,"19,733,578"
Ecuador,2030,"19,967,273"
Ecuador,2031,"20,199,506"
Ecuador,2032,"20,430,045"
Ecuador,2033,"20,658,786"
Ecuador,2034,"20,885,760"
Ecuador,2035,"21,110,966"
Ecuador,2036,"21,334,261"
Ecuador,2037,"21,555,507"
Ecuador,2038,"21,774,638"
Ecuador,2039,"21,991,635"
Ecuador,2040,"22,206,489"
Ecuador,2041,"22,419,152"
Ecuador,2042,"22,629,587"
Ecuador,2043,"22,837,868"
Ecuador,2044,"23,044,078"
Ecuador,2045,"23,248,270"
Ecuador,2046,"23,450,467"
Ecuador,2047,"23,650,659"
Ecuador,2048,"23,848,856"
Ecuador,2049,"24,045,037"
Ecuador,2050,"24,239,200"
Ecuador,2051,"24,431,378"
Ecuador,2052,"24,621,576"
Ecuador,2053,"24,809,805"
Ecuador,2054,"24,996,073"
Ecuador,2055,"25,180,390"
Ecuador,2056,"25,362,785"
Ecuador,2057,"25,543,273"
Ecuador,2058,"25,721,892"
Ecuador,2059,"25,898,645"
Ecuador,2060,"26,073,563"
Ecuador,2061,"26,246,677"
Ecuador,2062,"26,418,051"
Ecuador,2063,"26,587,723"
Ecuador,2064,"26,755,763"
Ecuador,2065,"26,922,230"
Ecuador,2066,"27,087,189"
Ecuador,2067,"27,250,720"
Ecuador,2068,"27,412,880"
Ecuador,2069,"27,573,780"
Ecuador,2070,"27,733,494"
Ecuador,2071,"27,892,114"
Ecuador,2072,"28,049,728"
Ecuador,2073,"28,206,441"
Ecuador,2074,"28,362,378"
Ecuador,2075,"28,517,637"
Ecuador,2076,"28,672,326"
Ecuador,2077,"28,826,530"
Ecuador,2078,"28,980,384"
Ecuador,2079,"29,133,992"
Ecuador,2080,"29,287,464"
Ecuador,2081,"29,440,891"
Ecuador,2082,"29,594,365"
Ecuador,2083,"29,748,004"
Ecuador,2084,"29,901,909"
Ecuador,2085,"30,056,182"
Ecuador,2086,"30,210,888"
Ecuador,2087,"30,366,091"
Ecuador,2088,"30,521,860"
Ecuador,2089,"30,678,252"
Ecuador,2090,"30,835,294"
Ecuador,2091,"30,993,043"
Ecuador,2092,"31,151,497"
Ecuador,2093,"31,310,684"
Ecuador,2094,"31,470,587"
Ecuador,2095,"31,631,190"
Ecuador,2096,"31,792,481"
Ecuador,2097,"31,954,438"
Ecuador,2098,"32,117,014"
Ecuador,2099,"32,280,186"
Ecuador,2100,"32,443,892"
Guyana,1951,"418,674"
Guyana,1952,"432,818"
Guyana,1953,"448,464"
Guyana,1954,"465,172"
Guyana,1955,"482,555"
Guyana,1956,"500,324"
Guyana,1957,"518,259"
Guyana,1958,"536,218"
Guyana,1959,"554,092"
Guyana,1960,"571,819"
Guyana,1961,"589,274"
Guyana,1962,"606,285"
Guyana,1963,"622,575"
Guyana,1964,"637,845"
Guyana,1965,"651,868"
Guyana,1966,"664,521"
Guyana,1967,"675,871"
Guyana,1968,"686,146"
Guyana,1969,"695,745"
Guyana,1970,"704,934"
Guyana,1971,"713,684"
Guyana,1972,"721,948"
Guyana,1973,"729,916"
Guyana,1974,"737,847"
Guyana,1975,"745,841"
Guyana,1976,"754,101"
Guyana,1977,"762,424"
Guyana,1978,"770,125"
Guyana,1979,"776,254"
Guyana,1980,"780,153"
Guyana,1981,"781,732"
Guyana,1982,"781,246"
Guyana,1983,"778,948"
Guyana,1984,"775,219"
Guyana,1985,"770,435"
Guyana,1986,"764,446"
Guyana,1987,"757,448"
Guyana,1988,"750,639"
Guyana,1989,"745,585"
Guyana,1990,"743,309"
Guyana,1991,"744,474"
Guyana,1992,"748,602"
Guyana,1993,"754,144"
Guyana,1994,"758,896"
Guyana,1995,"761,291"
Guyana,1996,"760,795"
Guyana,1997,"757,970"
Guyana,1998,"753,778"
Guyana,1999,"749,674"
Guyana,2000,"746,715"
Guyana,2001,"745,206"
Guyana,2002,"744,789"
Guyana,2003,"745,143"
Guyana,2004,"745,737"
Guyana,2005,"746,163"
Guyana,2006,"746,343"
Guyana,2007,"746,474"
Guyana,2008,"746,817"
Guyana,2009,"747,718"
Guyana,2010,"749,436"
Guyana,2011,"752,028"
Guyana,2012,"755,399"
Guyana,2013,"759,285"
Guyana,2014,"763,380"
Guyana,2015,"767,432"
Guyana,2016,"771,368"
Guyana,2017,"775,222"
Guyana,2018,"779,006"
Guyana,2019,"782,766"
Guyana,2020,"786,552"
Guyana,2020,"786,552"
Guyana,2021,"790,375"
Guyana,2022,"794,415"
Guyana,2023,"798,622"
Guyana,2024,"802,944"
Guyana,2025,"807,334"
Guyana,2026,"811,731"
Guyana,2027,"816,084"
Guyana,2028,"820,337"
Guyana,2029,"824,439"
Guyana,2030,"828,341"
Guyana,2031,"832,018"
Guyana,2032,"835,461"
Guyana,2033,"838,651"
Guyana,2034,"841,617"
Guyana,2035,"844,366"
Guyana,2036,"846,901"
Guyana,2037,"849,213"
Guyana,2038,"851,308"
Guyana,2039,"853,218"
Guyana,2040,"854,934"
Guyana,2041,"856,476"
Guyana,2042,"857,857"
Guyana,2043,"859,071"
Guyana,2044,"860,141"
Guyana,2045,"861,071"
Guyana,2046,"861,882"
Guyana,2047,"862,560"
Guyana,2048,"863,131"
Guyana,2049,"863,570"
Guyana,2050,"863,915"
Guyana,2051,"864,142"
Guyana,2052,"864,268"
Guyana,2053,"864,284"
Guyana,2054,"864,198"
Guyana,2055,"864,002"
Guyana,2056,"863,704"
Guyana,2057,"863,301"
Guyana,2058,"862,789"
Guyana,2059,"862,193"
Guyana,2060,"861,493"
Guyana,2061,"860,700"
Guyana,2062,"859,802"
Guyana,2063,"858,831"
Guyana,2064,"857,752"
Guyana,2065,"856,577"
Guyana,2066,"855,325"
Guyana,2067,"853,967"
Guyana,2068,"852,518"
Guyana,2069,"850,987"
Guyana,2070,"849,351"
Guyana,2071,"847,638"
Guyana,2072,"845,832"
Guyana,2073,"843,941"
Guyana,2074,"841,970"
Guyana,2075,"839,923"
Guyana,2076,"837,805"
Guyana,2077,"835,611"
Guyana,2078,"833,353"
Guyana,2079,"831,024"
Guyana,2080,"828,630"
Guyana,2081,"826,184"
Guyana,2082,"823,666"
Guyana,2083,"821,107"
Guyana,2084,"818,491"
Guyana,2085,"815,824"
Guyana,2086,"813,118"
Guyana,2087,"810,368"
Guyana,2088,"807,569"
Guyana,2089,"804,730"
Guyana,2090,"801,846"
Guyana,2091,"798,923"
Guyana,2092,"795,963"
Guyana,2093,"792,957"
Guyana,2094,"789,935"
Guyana,2095,"786,878"
Guyana,2096,"783,791"
Guyana,2097,"780,681"
Guyana,2098,"777,550"
Guyana,2099,"774,404"
Guyana,2100,"771,226"
Paraguay,1951,"1,511,848"
Paraguay,1952,"1,550,979"
Paraguay,1953,"1,590,861"
Paraguay,1954,"1,631,701"
Paraguay,1955,"1,673,665"
Paraguay,1956,"1,716,874"
Paraguay,1957,"1,761,448"
Paraguay,1958,"1,807,460"
Paraguay,1959,"1,854,956"
Paraguay,1960,"1,903,982"
Paraguay,1961,"1,954,548"
Paraguay,1962,"2,006,670"
Paraguay,1963,"2,060,339"
Paraguay,1964,"2,115,567"
Paraguay,1965,"2,172,306"
Paraguay,1966,"2,230,741"
Paraguay,1967,"2,290,798"
Paraguay,1968,"2,351,925"
Paraguay,1969,"2,413,396"
Paraguay,1970,"2,474,763"
Paraguay,1971,"2,535,873"
Paraguay,1972,"2,597,154"
Paraguay,1973,"2,659,421"
Paraguay,1974,"2,723,812"
Paraguay,1975,"2,791,241"
Paraguay,1976,"2,861,867"
Paraguay,1977,"2,935,712"
Paraguay,1978,"3,013,282"
Paraguay,1979,"3,095,145"
Paraguay,1980,"3,181,625"
Paraguay,1981,"3,272,912"
Paraguay,1982,"3,368,773"
Paraguay,1983,"3,468,535"
Paraguay,1984,"3,571,272"
Paraguay,1985,"3,676,210"
Paraguay,1986,"3,783,074"
Paraguay,1987,"3,891,734"
Paraguay,1988,"4,001,681"
Paraguay,1989,"4,112,386"
Paraguay,1990,"4,223,415"
Paraguay,1991,"4,334,345"
Paraguay,1992,"4,445,016"
Paraguay,1993,"4,555,521"
Paraguay,1994,"4,666,094"
Paraguay,1995,"4,776,843"
Paraguay,1996,"4,887,632"
Paraguay,1997,"4,998,100"
Paraguay,1998,"5,107,839"
Paraguay,1999,"5,216,349"
Paraguay,2000,"5,323,201"
Paraguay,2001,"5,428,444"
Paraguay,2002,"5,531,962"
Paraguay,2003,"5,632,983"
Paraguay,2004,"5,730,549"
Paraguay,2005,"5,824,096"
Paraguay,2006,"5,913,209"
Paraguay,2007,"5,998,427"
Paraguay,2008,"6,081,296"
Paraguay,2009,"6,163,972"
Paraguay,2010,"6,248,020"
Paraguay,2011,"6,333,976"
Paraguay,2012,"6,421,513"
Paraguay,2013,"6,510,276"
Paraguay,2014,"6,599,526"
Paraguay,2015,"6,688,746"
Paraguay,2016,"6,777,872"
Paraguay,2017,"6,867,061"
Paraguay,2018,"6,956,066"
Paraguay,2019,"7,044,636"
Paraguay,2020,"7,132,538"
Paraguay,2020,"7,132,538"
Paraguay,2021,"7,223,093"
Paraguay,2022,"7,313,918"
Paraguay,2023,"7,404,805"
Paraguay,2024,"7,495,573"
Paraguay,2025,"7,586,031"
Paraguay,2026,"7,676,078"
Paraguay,2027,"7,765,611"
Paraguay,2028,"7,854,566"
Paraguay,2029,"7,942,893"
Paraguay,2030,"8,030,546"
Paraguay,2031,"8,117,483"
Paraguay,2032,"8,203,619"
Paraguay,2033,"8,288,824"
Paraguay,2034,"8,372,988"
Paraguay,2035,"8,456,002"
Paraguay,2036,"8,537,812"
Paraguay,2037,"8,618,439"
Paraguay,2038,"8,697,960"
Paraguay,2039,"8,776,495"
Paraguay,2040,"8,854,166"
Paraguay,2041,"8,930,974"
Paraguay,2042,"9,006,908"
Paraguay,2043,"9,082,008"
Paraguay,2044,"9,156,321"
Paraguay,2045,"9,229,869"
Paraguay,2046,"9,302,668"
Paraguay,2047,"9,374,717"
Paraguay,2048,"9,446,010"
Paraguay,2049,"9,516,547"
Paraguay,2050,"9,586,312"
Paraguay,2051,"9,655,290"
Paraguay,2052,"9,723,463"
Paraguay,2053,"9,790,769"
Paraguay,2054,"9,857,170"
Paraguay,2055,"9,922,596"
Paraguay,2056,"9,987,028"
Paraguay,2057,"10,050,427"
Paraguay,2058,"10,112,721"
Paraguay,2059,"10,173,832"
Paraguay,2060,"10,233,660"
Paraguay,2061,"10,292,213"
Paraguay,2062,"10,349,475"
Paraguay,2063,"10,405,421"
Paraguay,2064,"10,460,032"
Paraguay,2065,"10,513,292"
Paraguay,2066,"10,565,229"
Paraguay,2067,"10,615,870"
Paraguay,2068,"10,665,285"
Paraguay,2069,"10,713,556"
Paraguay,2070,"10,760,777"
Paraguay,2071,"10,807,005"
Paraguay,2072,"10,852,308"
Paraguay,2073,"10,896,793"
Paraguay,2074,"10,940,592"
Paraguay,2075,"10,983,819"
Paraguay,2076,"11,026,558"
Paraguay,2077,"11,068,885"
Paraguay,2078,"11,110,907"
Paraguay,2079,"11,152,737"
Paraguay,2080,"11,194,481"
Paraguay,2081,"11,236,209"
Paraguay,2082,"11,277,981"
Paraguay,2083,"11,319,861"
Paraguay,2084,"11,361,900"
Paraguay,2085,"11,404,147"
Paraguay,2086,"11,446,648"
Paraguay,2087,"11,489,425"
Paraguay,2088,"11,532,481"
Paraguay,2089,"11,575,804"
Paraguay,2090,"11,619,378"
Paraguay,2091,"11,663,194"
Paraguay,2092,"11,707,270"
Paraguay,2093,"11,751,578"
Paraguay,2094,"11,796,132"
Paraguay,2095,"11,840,907"
Paraguay,2096,"11,885,882"
Paraguay,2097,"11,931,011"
Paraguay,2098,"11,976,252"
Paraguay,2099,"12,021,539"
Paraguay,2100,"12,066,782"
Peru,1951,"7,976,478"
Peru,1952,"8,184,718"
Peru,1953,"8,401,374"
Peru,1954,"8,625,978"
Peru,1955,"8,858,389"
Peru,1956,"9,098,829"
Peru,1957,"9,347,840"
Peru,1958,"9,606,238"
Peru,1959,"9,875,015"
Peru,1960,"10,155,015"
Peru,1961,"10,446,620"
Peru,1962,"10,749,466"
Peru,1963,"11,062,300"
Peru,1964,"11,383,373"
Peru,1965,"11,711,392"
Peru,1966,"12,045,787"
Peru,1967,"12,386,879"
Peru,1968,"12,735,486"
Peru,1969,"13,092,852"
Peru,1970,"13,459,794"
Peru,1971,"13,836,367"
Peru,1972,"14,221,961"
Peru,1973,"14,615,845"
Peru,1974,"15,017,055"
Peru,1975,"15,424,744"
Peru,1976,"15,838,572"
Peru,1977,"16,258,321"
Peru,1978,"16,683,456"
Peru,1979,"17,113,388"
Peru,1980,"17,547,610"
Peru,1981,"17,985,393"
Peru,1982,"18,426,415"
Peru,1983,"18,870,993"
Peru,1984,"19,319,746"
Peru,1985,"19,772,872"
Peru,1986,"20,230,384"
Peru,1987,"20,691,283"
Peru,1988,"21,153,459"
Peru,1989,"21,614,193"
Peru,1990,"22,071,433"
Peru,1991,"22,522,378"
Peru,1992,"22,966,818"
Peru,1993,"23,408,131"
Peru,1994,"23,851,408"
Peru,1995,"24,299,160"
Peru,1996,"24,753,824"
Peru,1997,"25,210,954"
Peru,1998,"25,658,062"
Peru,1999,"26,078,293"
Peru,2000,"26,459,944"
Peru,2001,"26,799,285"
Peru,2002,"27,100,968"
Peru,2003,"27,372,226"
Peru,2004,"27,624,213"
Peru,2005,"27,866,145"
Peru,2006,"28,102,056"
Peru,2007,"28,333,052"
Peru,2008,"28,562,317"
Peru,2009,"28,792,655"
Peru,2010,"29,027,674"
Peru,2011,"29,264,318"
Peru,2012,"29,506,788"
Peru,2013,"29,773,987"
Peru,2014,"30,090,359"
Peru,2015,"30,470,734"
Peru,2016,"30,926,032"
Peru,2017,"31,444,298"
Peru,2018,"31,989,260"
Peru,2019,"32,510,453"
Peru,2020,"32,971,854"
Peru,2020,"32,971,854"
Peru,2021,"33,283,800"
Peru,2022,"33,603,079"
Peru,2023,"33,927,795"
Peru,2024,"34,256,177"
Peru,2025,"34,586,570"
Peru,2026,"34,917,411"
Peru,2027,"35,247,243"
Peru,2028,"35,574,739"
Peru,2029,"35,898,676"
Peru,2030,"36,217,995"
Peru,2031,"36,531,833"
Peru,2032,"36,839,534"
Peru,2033,"37,140,702"
Peru,2034,"37,435,096"
Peru,2035,"37,722,598"
Peru,2036,"38,002,793"
Peru,2037,"38,275,583"
Peru,2038,"38,541,623"
Peru,2039,"38,801,876"
Peru,2040,"39,057,063"
Peru,2041,"39,307,392"
Peru,2042,"39,552,702"
Peru,2043,"39,792,896"
Peru,2044,"40,027,766"
Peru,2045,"40,257,156"
Peru,2046,"40,481,087"
Peru,2047,"40,699,674"
Peru,2048,"40,913,036"
Peru,2049,"41,121,270"
Peru,2050,"41,324,480"
Peru,2051,"41,522,719"
Peru,2052,"41,715,963"
Peru,2053,"41,904,117"
Peru,2054,"42,087,035"
Peru,2055,"42,264,623"
Peru,2056,"42,436,941"
Peru,2057,"42,604,054"
Peru,2058,"42,765,940"
Peru,2059,"42,922,520"
Peru,2060,"43,073,819"
Peru,2061,"43,219,968"
Peru,2062,"43,361,171"
Peru,2063,"43,497,645"
Peru,2064,"43,629,700"
Peru,2065,"43,757,615"
Peru,2066,"43,881,666"
Peru,2067,"44,002,153"
Peru,2068,"44,119,558"
Peru,2069,"44,234,443"
Peru,2070,"44,347,302"
Peru,2071,"44,458,489"
Peru,2072,"44,568,313"
Peru,2073,"44,677,246"
Peru,2074,"44,785,784"
Peru,2075,"44,894,337"
Peru,2076,"45,003,200"
Peru,2077,"45,112,602"
Peru,2078,"45,222,805"
Peru,2079,"45,334,083"
Peru,2080,"45,446,623"
Peru,2081,"45,560,554"
Peru,2082,"45,675,922"
Peru,2083,"45,792,702"
Peru,2084,"45,910,825"
Peru,2085,"46,030,176"
Peru,2086,"46,150,732"
Peru,2087,"46,272,380"
Peru,2088,"46,394,800"
Peru,2089,"46,517,592"
Peru,2090,"46,640,412"
Peru,2091,"46,763,034"
Peru,2092,"46,885,286"
Peru,2093,"47,007,063"
Peru,2094,"47,128,262"
Peru,2095,"47,248,739"
Peru,2096,"47,368,277"
Peru,2097,"47,486,624"
Peru,2098,"47,603,436"
Peru,2099,"47,718,315"
Peru,2100,"47,830,807"
Suriname,1951,"222,464"
Suriname,1952,"229,212"
Suriname,1953,"235,688"
Suriname,1954,"242,213"
Suriname,1955,"249,000"
Suriname,1956,"256,177"
Suriname,1957,"263,756"
Suriname,1958,"271,666"
Suriname,1959,"279,750"
Suriname,1960,"287,871"
Suriname,1961,"295,916"
Suriname,1962,"303,895"
Suriname,1963,"311,947"
Suriname,1964,"320,270"
Suriname,1965,"328,936"
Suriname,1966,"338,158"
Suriname,1967,"347,660"
Suriname,1968,"356,550"
Suriname,1969,"363,575"
Suriname,1970,"367,931"
Suriname,1971,"369,236"
Suriname,1972,"367,907"
Suriname,1973,"364,915"
Suriname,1974,"361,667"
Suriname,1975,"359,226"
Suriname,1976,"357,953"
Suriname,1977,"357,659"
Suriname,1978,"358,099"
Suriname,1979,"358,818"
Suriname,1980,"359,519"
Suriname,1981,"360,143"
Suriname,1982,"360,920"
Suriname,1983,"362,276"
Suriname,1984,"364,733"
Suriname,1985,"368,638"
Suriname,1986,"374,140"
Suriname,1987,"381,037"
Suriname,1988,"388,881"
Suriname,1989,"397,085"
Suriname,1990,"405,168"
Suriname,1991,"413,005"
Suriname,1992,"420,655"
Suriname,1993,"428,030"
Suriname,1994,"435,105"
Suriname,1995,"441,851"
Suriname,1996,"448,213"
Suriname,1997,"454,161"
Suriname,1998,"459,831"
Suriname,1999,"465,385"
Suriname,2000,"470,949"
Suriname,2001,"476,579"
Suriname,2002,"482,235"
Suriname,2003,"487,942"
Suriname,2004,"493,679"
Suriname,2005,"499,464"
Suriname,2006,"505,295"
Suriname,2007,"511,181"
Suriname,2008,"517,123"
Suriname,2009,"523,111"
Suriname,2010,"529,131"
Suriname,2011,"535,179"
Suriname,2012,"541,245"
Suriname,2013,"547,291"
Suriname,2014,"553,273"
Suriname,2015,"559,143"
Suriname,2016,"564,888"
Suriname,2017,"570,496"
Suriname,2018,"575,990"
Suriname,2019,"581,372"
Suriname,2020,"586,632"
Suriname,2020,"586,632"
Suriname,2021,"591,992"
Suriname,2022,"597,307"
Suriname,2023,"602,567"
Suriname,2024,"607,756"
Suriname,2025,"612,872"
Suriname,2026,"617,921"
Suriname,2027,"622,877"
Suriname,2028,"627,739"
Suriname,2029,"632,502"
Suriname,2030,"637,174"
Suriname,2031,"641,734"
Suriname,2032,"646,181"
Suriname,2033,"650,534"
Suriname,2034,"654,758"
Suriname,2035,"658,870"
Suriname,2036,"662,872"
Suriname,2037,"666,746"
Suriname,2038,"670,512"
Suriname,2039,"674,152"
Suriname,2040,"677,689"
Suriname,2041,"681,112"
Suriname,2042,"684,433"
Suriname,2043,"687,647"
Suriname,2044,"690,754"
Suriname,2045,"693,787"
Suriname,2046,"696,712"
Suriname,2047,"699,566"
Suriname,2048,"702,329"
Suriname,2049,"705,037"
Suriname,2050,"707,673"
Suriname,2051,"710,253"
Suriname,2052,"712,777"
Suriname,2053,"715,244"
Suriname,2054,"717,680"
Suriname,2055,"720,075"
Suriname,2056,"722,440"
Suriname,2057,"724,762"
Suriname,2058,"727,065"
Suriname,2059,"729,328"
Suriname,2060,"731,564"
Suriname,2061,"733,762"
Suriname,2062,"735,937"
Suriname,2063,"738,086"
Suriname,2064,"740,189"
Suriname,2065,"742,283"
Suriname,2066,"744,324"
Suriname,2067,"746,335"
Suriname,2068,"748,314"
Suriname,2069,"750,266"
Suriname,2070,"752,176"
Suriname,2071,"754,058"
Suriname,2072,"755,902"
Suriname,2073,"757,728"
Suriname,2074,"759,521"
Suriname,2075,"761,284"
Suriname,2076,"763,034"
Suriname,2077,"764,756"
Suriname,2078,"766,470"
Suriname,2079,"768,164"
Suriname,2080,"769,848"
Suriname,2081,"771,523"
Suriname,2082,"773,192"
Suriname,2083,"774,854"
Suriname,2084,"776,516"
Suriname,2085,"778,176"
Suriname,2086,"779,844"
Suriname,2087,"781,506"
Suriname,2088,"783,182"
Suriname,2089,"784,848"
Suriname,2090,"786,520"
Suriname,2091,"788,204"
Suriname,2092,"789,885"
Suriname,2093,"791,575"
Suriname,2094,"793,266"
Suriname,2095,"794,966"
Suriname,2096,"796,664"
Suriname,2097,"798,369"
Suriname,2098,"800,074"
Suriname,2099,"801,779"
Suriname,2100,"803,476"
Trinidad and Tobago,1951,"658,749"
Trinidad and Tobago,1952,"675,589"
Trinidad and Tobago,1953,"695,243"
Trinidad and Tobago,1954,"716,883"
Trinidad and Tobago,1955,"739,709"
Trinidad and Tobago,1956,"762,979"
Trinidad and Tobago,1957,"786,033"
Trinidad and Tobago,1958,"808,233"
Trinidad and Tobago,1959,"829,019"
Trinidad and Tobago,1960,"847,979"
Trinidad and Tobago,1961,"864,818"
Trinidad and Tobago,1962,"879,441"
Trinidad and Tobago,1963,"891,944"
Trinidad and Tobago,1964,"902,613"
Trinidad and Tobago,1965,"911,737"
Trinidad and Tobago,1966,"919,217"
Trinidad and Tobago,1967,"925,235"
Trinidad and Tobago,1968,"930,795"
Trinidad and Tobago,1969,"937,186"
Trinidad and Tobago,1970,"945,360"
Trinidad and Tobago,1971,"955,741"
Trinidad and Tobago,1972,"968,136"
Trinidad and Tobago,1973,"982,010"
Trinidad and Tobago,1974,"996,493"
Trinidad and Tobago,1975,"1,010,936"
Trinidad and Tobago,1976,"1,025,107"
Trinidad and Tobago,1977,"1,039,212"
Trinidad and Tobago,1978,"1,053,558"
Trinidad and Tobago,1979,"1,068,640"
Trinidad and Tobago,1980,"1,084,744"
Trinidad and Tobago,1981,"1,101,983"
Trinidad and Tobago,1982,"1,120,020"
Trinidad and Tobago,1983,"1,138,071"
Trinidad and Tobago,1984,"1,155,074"
Trinidad and Tobago,1985,"1,170,285"
Trinidad and Tobago,1986,"1,183,381"
Trinidad and Tobago,1987,"1,194,541"
Trinidad and Tobago,1988,"1,204,153"
Trinidad and Tobago,1989,"1,212,857"
Trinidad and Tobago,1990,"1,221,116"
Trinidad and Tobago,1991,"1,229,103"
Trinidad and Tobago,1992,"1,236,683"
Trinidad and Tobago,1993,"1,243,616"
Trinidad and Tobago,1994,"1,249,520"
Trinidad and Tobago,1995,"1,254,200"
Trinidad and Tobago,1996,"1,257,549"
Trinidad and Tobago,1997,"1,259,848"
Trinidad and Tobago,1998,"1,261,695"
Trinidad and Tobago,1999,"1,263,933"
Trinidad and Tobago,2000,"1,267,153"
Trinidad and Tobago,2001,"1,271,632"
Trinidad and Tobago,2002,"1,277,213"
Trinidad and Tobago,2003,"1,283,559"
Trinidad and Tobago,2004,"1,290,123"
Trinidad and Tobago,2005,"1,296,502"
Trinidad and Tobago,2006,"1,302,561"
Trinidad and Tobago,2007,"1,308,451"
Trinidad and Tobago,2008,"1,314,443"
Trinidad and Tobago,2009,"1,320,930"
Trinidad and Tobago,2010,"1,328,147"
Trinidad and Tobago,2011,"1,336,178"
Trinidad and Tobago,2012,"1,344,819"
Trinidad and Tobago,2013,"1,353,703"
Trinidad and Tobago,2014,"1,362,345"
Trinidad and Tobago,2015,"1,370,328"
Trinidad and Tobago,2016,"1,377,560"
Trinidad and Tobago,2017,"1,384,059"
Trinidad and Tobago,2018,"1,389,843"
Trinidad and Tobago,2019,"1,394,973"
Trinidad and Tobago,2020,"1,399,488"
Trinidad and Tobago,2020,"1,399,488"
Trinidad and Tobago,2021,"1,403,540"
Trinidad and Tobago,2022,"1,406,920"
Trinidad and Tobago,2023,"1,409,659"
Trinidad and Tobago,2024,"1,411,800"
Trinidad and Tobago,2025,"1,413,380"
Trinidad and Tobago,2026,"1,414,427"
Trinidad and Tobago,2027,"1,414,991"
Trinidad and Tobago,2028,"1,415,090"
Trinidad and Tobago,2029,"1,414,761"
Trinidad and Tobago,2030,"1,414,019"
Trinidad and Tobago,2031,"1,412,909"
Trinidad and Tobago,2032,"1,411,418"
Trinidad and Tobago,2033,"1,409,575"
Trinidad and Tobago,2034,"1,407,403"
Trinidad and Tobago,2035,"1,404,890"
Trinidad and Tobago,2036,"1,402,056"
Trinidad and Tobago,2037,"1,398,909"
Trinidad and Tobago,2038,"1,395,448"
Trinidad and Tobago,2039,"1,391,654"
Trinidad and Tobago,2040,"1,387,522"
Trinidad and Tobago,2041,"1,383,053"
Trinidad and Tobago,2042,"1,378,261"
Trinidad and Tobago,2043,"1,373,139"
Trinidad and Tobago,2044,"1,367,694"
Trinidad and Tobago,2045,"1,361,932"
Trinidad and Tobago,2046,"1,355,860"
Trinidad and Tobago,2047,"1,349,479"
Trinidad and Tobago,2048,"1,342,812"
Trinidad and Tobago,2049,"1,335,878"
Trinidad and Tobago,2050,"1,328,685"
Trinidad and Tobago,2051,"1,321,255"
Trinidad and Tobago,2052,"1,313,588"
Trinidad and Tobago,2053,"1,305,704"
Trinidad and Tobago,2054,"1,297,615"
Trinidad and Tobago,2055,"1,289,338"
Trinidad and Tobago,2056,"1,280,874"
Trinidad and Tobago,2057,"1,272,247"
Trinidad and Tobago,2058,"1,263,462"
Trinidad and Tobago,2059,"1,254,526"
Trinidad and Tobago,2060,"1,245,446"
Trinidad and Tobago,2061,"1,236,230"
Trinidad and Tobago,2062,"1,226,903"
Trinidad and Tobago,2063,"1,217,464"
Trinidad and Tobago,2064,"1,207,945"
Trinidad and Tobago,2065,"1,198,351"
Trinidad and Tobago,2066,"1,188,722"
Trinidad and Tobago,2067,"1,179,040"
Trinidad and Tobago,2068,"1,169,337"
Trinidad and Tobago,2069,"1,159,656"
Trinidad and Tobago,2070,"1,150,008"
Trinidad and Tobago,2071,"1,140,413"
Trinidad and Tobago,2072,"1,130,876"
Trinidad and Tobago,2073,"1,121,434"
Trinidad and Tobago,2074,"1,112,079"
Trinidad and Tobago,2075,"1,102,839"
Trinidad and Tobago,2076,"1,093,732"
Trinidad and Tobago,2077,"1,084,755"
Trinidad and Tobago,2078,"1,075,892"
Trinidad and Tobago,2079,"1,067,143"
Trinidad and Tobago,2080,"1,058,502"
Trinidad and Tobago,2081,"1,049,964"
Trinidad and Tobago,2082,"1,041,530"
Trinidad and Tobago,2083,"1,033,183"
Trinidad and Tobago,2084,"1,024,910"
Trinidad and Tobago,2085,"1,016,677"
Trinidad and Tobago,2086,"1,008,498"
Trinidad and Tobago,2087,"1,000,348"
Trinidad and Tobago,2088,"992,233"
Trinidad and Tobago,2089,"984,141"
